code,product_name,brands,ingredients_text,allergens,allergens_tags,traces,traces_tags,countries
8901595862740,Red Chilli Sauce,Ching's,"Water, Sugar, Red Chilli (6%), Garlic, Ginger, lodised Salt, Thickener (INS 1422), Acidity Regulators (INS 261 INS 330), Emulsifying and Stabilizing Agent (INS 415), Preservative (INS 211). Allergen Advice: May contain: Wheat, Nut:, Sesame seeds Soy, Mustard and Milk.",en:mustard,"en:milk,en:mustard","en:milk,en:mustard,en:nuts","en:milk,en:mustard,en:nuts",India
8901262020015,Cheese slices,Amul,"Cheese, _milk_ solids, emulsifying salts (E452, E339, E341, E331), iodized salt, class II preservatives (E200, E234)",en:milk,en:milk,,,India
8906032011019,Nutrela Soya chunks  220gm,Nutrela,Defatted Soy,,,,,"United States, en:india"
6009510806151,classic salted chips,Lay's,"Potatoes,Vegetable Oil,Salt,Maltodextrin,Spices,Sugar,Onion Powder,Mango Powder,Garlic Powder,Tomato Powder,Citric Acid,Paprika Extract,Yeast Extract,Natural Flavour",,,,,India
8901192001207,Catch Black Salt,catch,,,,,,"France, en:india"
8901262200028,Dahi,Amul,,,,,,en:India
8901491981538,Lay’s Chile Limon,Lay’s,,,,,,en:India
8901764092800,Maaza,Coca-Cola Company,"water, sugar, acidity regulator (330), salt, antioxidant (300), preservative (211), added flavours (natural and nature identical flavouring substances), artificial flavouring substances",,,,,en:India
8906005500090,Bikaneri Bhujia,bikaji,cts (Approx.) 25 Servings Per Container Serving Size Amount per serving Calories 1/3 cup (40g) 244 % Daily Value/% Valeur Quotidien* Total Fat / Gras Total 18g 23% Saturated Fat / Gras Saturé Fat 6g 28% Trans Fat/Acide Gras Trans Og Cholesterol/Cholestérol Omg Sodium/Sodium 319mg Total Carbohydrate / Glucides 15g Dietary Fiber/Fibres Diététiques 2g Total Sugars / Sucres Totaux Og Includes Added Sugars 0g Protein / Protéine 6g Vitamin/Vitamine D 0mcg Calcium/Calcium 2mg Iron/ De Fer 2mg Potassium/Potassium 180mg 0% 14% 5% 9% 0% 12% 0% &lt;1% 9% 4% The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000-calories a day is used for general nutrition advice.,,,,,"India,Italy"
8908010900063,Peanut Butter All Natural Creamy Unsweetened,Pintola,100% TURAL D,,,,,"Nepal, en:india"
8901595862726,Dark Soy Sauce,Ching's Secret,"water, sugar, lodised salt, natural colour (ins 150c), soybeans (10%), wheat, acidity regulator (ins 260), preservative (ins 202),","en:gluten,en:soybeans","en:gluten,en:soybeans","en:milk,en:mustard,en:nuts,en:sesame-seeds","en:milk,en:mustard,en:nuts,en:sesame-seeds","United States, en:india"
8901595851218,Veg Hakka Noodles,Ching's Secret,"Refined Wheat Flour (Maida) (96%), Wheat Gluten, lodised Salt, Raising Agents (INS 500 (ii), INS 500(i)), Thickening & Stabilizing Agents (INS 452 (i), INS 451 (i), INS 471, INS 339 (ii), INS 412), Acidity Regulators (INS 450 (iii), INS 501 (i)). Allergen Advice: Contains Wheat. May contain Soy, Mustard, Milk and Celery",,en:gluten,,"en:celery,en:milk,en:mustard,en:soybeans",en:India
8901491001809,Lay's Sizzlin Hot,Lay's,"Potatoes

Edible Vegetable Oils: Palmolein and Rice Bran Oil

Seasoning, which includes:

Maltodextrin

Spices and Condiments (including onion and garlic)

Sugar

Iodised Salt

Acidity Regulator (E330)

Dehydrated Vegetable (Beetroot Powder)

Natural Flavouring Substances

Buttermilk Powder

Anticaking Agent (E551)

Flavour Enhancers (E627 and E631)",,,,,India
8901888006363,Real Mixed Fruit 180ml,,"Water, Sugar, Concentrated Mixed Fruit juice (8.2%) [From Apple, Orange, Guava, Apricot, Mango, Banana, Lime, Passion Fruit, Pineapple], Acidity Regulator (INS 330), Stabilizer (INS 440), Flavours (Natural and Nature Identical Flavouring Substances), Colour [INS 160a (ii) & (iii)] and Antioxidant (INS 300).",,"en:banana,en:orange",,,en:in
8901719124600,Parle Monaco can 150g,Parle,,,,,,en:India
8901063363977,BRITANNIA Cake Gobbles Fruity Fun,Britannia,"REFINED WHEAT FLOUR (MAIDA), SUGAR, EGGS, HYDROGENATED VEGETABLE OIL & REFINED PALMOLEIN OIL, FRUIT PRODUCTS (7.3%) (GLAZED FRUITS (PAPAYA CUTS SUGAR, COLOURS (124 ,110),PINEAPPE CUTS) ,ORANGE PULP), HUMECTANTS(422, 420), HIGH MALTOSE SYRUP,EDIBLE MAKE STARCH, PENTA CAKE (RAISING AGENTS (450(i),500(i), 341(i), 341(iii)), EMULSIFIERS (472e, 466, 435), STABILIZER (412), ACIDITY REGULATOR (330)), RAISING AGENTS (341(i)), 500(ii),450(i)), NATURE IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES(MIXED FRUIT,VANILLA),CAKE GEL(EMULSIFIERS A,STABILIZERS (471,477), HUMECTANT (420(iii)), IODISED SALT, INVERT SUGAR SYRUP, PRESERVATIVES (202,282), BAKING POWDER, ACIDITY REGULATOR (330), STABILIZER (415), COLOUR (102)._CONTAINS WHEAT,EGGS_",,"en:eggs,en:gluten",,,en:in
8901262152211,Amul Kool Kesar Flavour 180ml,Amul,"Milk solids, sugar, artificial flavouring substances (cream flavour, saffron flavour, almond flavour), E102, E110",,en:milk,,,en:India
8901063014282,,Britannia,,,,,,en:India
8901063014312,Vita Marie GOLD,Britannia,,,,,,en:India
8901063092686,Good Day Butter Cookies (25),Britannia,"REFINED WHEAT FLOUR (MAIDA), REFINED PALM OIL, SUGAR, INVERT SUGAR SYRUP, MILK PRODUCTS [MILK SOLIDS & BUTTER (0.5%)], RAISING AGENTS [503(ii) & 500(ii)], 1ODISED SALT, ARTIFICIAL (BUTTER, MILK & VANILLA) & NATURAL FLAVOURING SUBSTANCES AND EMULSIFIERS [472e & 322(i)]. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOY. 15",,"en:gluten,en:milk,en:soybeans",,,en:India
8901063155442,Tiger Krunch ChocoChips,Britannia,,,,,,en:india
3948764032400,sprite,coca cola,"CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331|(iii), PRESERVATIVE (211), FLAVOURS (NATURAL FLAVOURING SUBSTANCES).",,,,,"United States,India"
9578545203541,Tgm Fudge graham. crush 1kg,,,,,,,"Philippines, en:india"
8906017290774,Soda,Bisleri,"TREATED WATER, CARBON DIOXIDE",,,,,India
8901725005856,,,,,,,,en:India
3948764052279,Limca line lemon flv 750ml,Coke,,,,,,en:India
89009949,Nescafe Classic Instant coffee,Nescafe,Coffee beans,,,,,India
7622202026683,Cadbury Bournvita Shakti 75g pp,Bourn vita,"Cereal Extract 56%*(Barley, Millets, Wheat), Sugar, Cocoa Solids, Maltodextrin, Colour (150c), Minerals, Wheat Gluten, Liquid Glucose, Emulsifiers (322,471), Milk Solids, Vitamins, Raising Agent (500(ii)), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances), lodised Salt. Allergen Information: Contains Milk, Wheat, Barley, Sulphites, Soy.",,"en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites",,,en:India
8906020460676,100% Atta Bread,Harvest Gold,"Whole Wheat Flour (Atta) (62.2%), Sugar, Gluten, Yeast, lodized Salt, Edible Vegetable Oit (Refined Soybean Oil, Refined Palmolein Oil), Milk Solids, Preservatives (282, 200), Food Color (150a), Emulsifier (472e), Acidity Regulators (341(1), 270), Antioxidant (300).",,"en:gluten,en:milk,en:soybeans",,,India
8901542006227,Glucon D,glucon d,,,,,,India
8901764052309,Limca,Coca Cola,,,,,,India
8902579001599,Frooti,,"WATER, SUGAR, MANGO PULP (11.2%), ACIDITY REGULATORS (INS 330, INS 331(iii)], STABILIZER (INS 466) NATURE-IDENTICAL FLAVOURING SUBSTANCES (MANGO), PRESERVATIVE (INS 211), ANTIOXIDANT (INS 300) AND FOOD COLOUR (INS 110).",,,,,India
8901030979880,,,,,,,,en:India
8902080001521,Slice,"Slice, Pepsico",,,,,,en:India
8901058001198,Rich tomato ketchup,Maggi,"Water, Tomato paste 24.5%, Sugar, Iodized salt, Acidity regulator 260, Thickeners 1422, Thickeners 415, Dehydrated onion, Dried garlic, Preservative 211, and Mixed spices.",,,,,en:India
8901491982351,Lays ONION 20rs,Lays,,,,,,en:India
8901058008463,Maggi pichkoo,Maggi,,,,,,en:India
8901030953217,Kissan Sweet & Spicy Sauce,Kissan,"WATER, SUGAR, TOMATO PASTE* (14.6%), CHILLI PUREE (5.6%), IODISED SALT, STABILIZERS - E1422, E415, E412, ACIDITY REGULATOR - E260, GARLIC POWDER, CHILLI FLAKES, ONION POWDER, SPICES AND CONDIMENTS, PRESERVATIVE-E211, NATURAL FLAVORING SUBSTANCE.",,,,,en:India
7622202245558,Cadbury Dairy Milk,Cadbury,,,,,,"France, en:india"
8905950001249,,,,,,,,en:India
8901246003492,Del monte,Del Monte,,,,,,en:India
89006627,Orbit mixed fruit chewing gum,Orbit,"sorbitol, mannitol, maltitol, isomalt, gum base, natural nature identical and artificial mint vanilla flavouring, sweeteners, aspartame, acesulfame K, contains soybean lecithin, contains milk, anticaking agent, magnesium stearate",,en:milk,,,en:India
89008751,,,,,,,,en:India
8901058007220,Maggie masala magic,Maggi,"Wo MI For the KRIDIENTS: Mixed spices, (35.3%) M Rossed Spice powder (17.5%) (Cumin, oriander, Turmeric, Aniseed, Black epper, Fenugreek, Ginger, Clove, Green ardamom powder, Nutmeg), Red chilli owder, Dehydrated onion, Dried garlic, US apsicum extract, Coriander extract, umin extract), lodized salt, Sugar, arch, Flavour enhancer (635), Thickener 08), Palm oil, Acidity regulator (330), atural flavouring substance, Mineral, c) i olour (150d) B) G) D) H)",,,,,India
8902080364060,Mountain dew,Pepsi,,,,,,India
8901491981552,Lay’s Chile Limon 20rs,Lay's,"ca, mirl lay's is the registereu cor feedback or queries, write to the consumer services manager, pepsico india holdings pvt, ltd,, p,o, box 27, dlf qutab enclave, phase-1, gurugram-122002, haryana, india, or call us at 1800 22 4020 cr email us at consumer,feedback@pepsico,com proprietary food - potato chips (15,1) as compared to previous lay's chile limón our packs,  limited period offer, valid in ct geographies, gredients: potato, edible vegetable oil molein oil), *seasoning (sugar, lodised salt, favour (natural and nature identical flavouring substances), ~spices , condiments, maltodextrin, lime juice powder, anticaking agent (551), edible vegetable oil (sunflower seed oil), flavour enhancers (627, 631), corn syrup solids), *as flavouring agent, contains onion and garlic",,,,,India
8904004400069,Halirams Bhujiya sev 1kg,"Haldiram's, haldirams","Tapary Beans Flour (43%), Edible Vegetable Oil, Gram Pulse Flour (12%), Edible Common Salt Powder, Black Pepper Powder, Ginger Powder, Clove Powder, Mace Powder, Nutmeg Powder & Cardamom Powder",,,,,"France,India"
8901262070454,Amul Dark Chocolate,Amul,"SUGAR, COCOA SOLIDS, COCOA BUTTER, PERMITTED EMULSIFIERS (E322, E476), ARTIFICIAL FLAVOURING SUBSTANCES (COCOA, VANILLA)",,,,,"India,United States"
8904004404630,salted peanuts,haldiram's,"CHR Haldiram's SALTE PEANUT REDIENTS: Groundnut (Peanuts) (93%), Edil etable Oil (Palmolein, Cotton Seed, Corn, Sun Cran), Rock Salt (1%) & Refined Sugar. LERGEN: Contains Nut Contains Wheat, Milk & Soy. 1904004 404630 tritional Information (approx NET QUANTITY: SERVING PER POUCH:",en:peanuts,en:peanuts,,,India
8901491502047,Spanish tomato tango,Lay's,,,,,,India
8904109449222,Honey,,,,,,,"France, en:india"
8901262071048,Amul Sugar free chocolate,Amul,"Cocoa solids, maltitol, cocoa butter, emulsifiers (322, 476), artificial flavouring substances (cocoa, vanilla). 'CONTAINS NATURALLY OCCURRING SUGARS'.",,,,,en:IN
8906017290026,Bisleri Water 250ml,Bisleri,"Treated Water, Magnesium Sulfate, Potassium Bicarbonate",,,,,India
8904004400731,Aloo bhujia,Haldiram's,"Potato, Refined Palmolein Oil, Bengal Gram Hour (Besan), Potato Flakes,Potato Starch Tapioca Starch, Tapary Beans (Moth Dal) Flour, iodised Salt, Red Chilli Powder, Black Salt, Acidity Regulator (INS 330), Black Pepper, Clove, Cardamom, Dried Ginger Powder, Dried Garlic Powder, Refined Sugar, Cumin Powder, Bay Leaves, Nutmeg, Cinnamon and Mint Leaves CONTAINS ADDED NATURAL, NATURE IDENTICAL",,,,,en:India
8901491103084,Green chutney style,Kurkure,"Cereal Products (57%) (Rice Meal (38%), Corn Meal (19%)), Edible Vegetable Oil (Palmolein), *Seasoning (~Spices & Condiments, lodised Salt, Sugar, Tamarind Powder, Flavour (Natural, Nature Identical and Artificial (Spearmint) Flavouring Substances), Maltodextrin, Acidity Regulator (330), Emulsifier (414), Color (160c), Flavour Enhancers (627, 631)), Gram Meal (6%). *As flavouring agent. ~Contains Onion and Garlic enhances 627,631",,,,,"India,España"
8901764022272,Fanta Orange Flv 750ml,The Coca-cola company,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (330), STABILIZERS (414, 445), PRESERVATIVE (211), COLOUR (110), FLAVOURS (NATURAL & NATURE-IDENTICAL FLAVORING SUBSTANCES).",,,,,India
8906010500245,Balaji Wafers Masala Sev Murmura,Balaji Wafers,,,,,,"France,India"
8901262060011,Cheese Spread,Amul,"Milk Solids, Cheese, Common Salt, Permitted Emulsifiers (E339, E452, E471, E331) and Class II Preservatives (E234, E200)",,en:milk,,,India
8901088068758,Saffola Masala Veggie Twist Oats,saffola,"Bled Oats (73.6%), Maltodextrin, lodised Salt, Dried Vegetables Carot (1.6%). Green Peas (1.15%), French Beans (0.7%), Onion Pader Sugar, Desiccated Coconut Powder, Spice & Condiments 30%) (Chilly. Turmeric, Ginger, Cardamom, Cinnamon, Curry ves Garlic), Milk Solids, Tomato Powder (1.2%), Hydrolysed hrtable Protein, Yeast Extract, Acidity Regulator (INS 330), Rovour Enhancers (INS 631, INS 627), Colour (INS 100), are-identical Flavouring Substances.","en:milk,en:Contains Oats,en:Soy & Nut.","en:milk,en:contains-oats,en:soy-nut",,,India
8906010500535,Balaji Wafers Chaat Chaska,Balaji,"Potato (88%), Edible Vegetable Oil (Palmolein), lodized Salt, †Spices & Condiments 0.5% (Cumin, Chilli, Parsley, Ginger, Cinnamon, Black Pepper, Dry Mango), Dehydrated Vegetable Powder (Onion, Garlic), Sugar, Maltodextrin, Flavour Enhancer (INS 627, INS 631), Acidity Regulator (INS 296, INS 330), Anticaking Agent (INS 551).",,,,,India
8901542001765,Glucon-D,Zydus Wellness Products Limited,,,,,,India
8901888040350,Real fruit power mixed fruit 1ktr tpk,,,,,,,en:India
8906002000494,Dr Oetker Funfoods Veg Mayonnaise,"Funfoods,Dr Oetker","Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Salt, Stabilizers (INS415, INS1442), Acidity Regulators (INS260, Preservatives (INS211, INS202), Antioxidant (INS319).",,"en:milk,en:soybeans",,,India
8901764042508,Coke Brand Thumbs up 2ltr,coca cola,,,,,,en:India
8906005505040,Soya sticks,Bikaji,"Edible Vegetable Oil (Palmolein Oil, Cottonseed Oil), Tapioca Starch, Black Gram Flour, Soya Powder (7%), Rice Flour, Whole Lentil Flour, Ground Spices & Condiments (lodised Salt, Sugar, Maltodextrin, Fennel, Cumin, Red Chilli, Ginger, Turmeric (Colouring & Spices), Dry Mango Powder, Corn Starch, Garlic, Mustard Seeds, Acidity Regulator (INS 330, INS 296), Anticaking Agent (INS 551), Asafoetida, Flavouring Enhancer (INS 627, INS 631, INS 635), Hydrolysed Vegetable Protein (Soya)), Hydrogenated Vegetable Oil (Palm, Soybean, Sunflower and Sesame) CONTAINS: SOY, SESAME, MUSTARD",en:soybeans,"en:mustard,en:sesame-seeds,en:soybeans",,,"Belgium, en:india"
8904335600336,Muesli+,Yoga Bar,"60% Whole Grains (Rolled Oats, Brown Rice Flakes, Quinoa Flakes). 17% Dried Fruits (Raisins. Apricots. Cranberry. Blackcurrants). 14% Seeds & Nuts (Pumpkin, Almonds, Chia. Flax). Strawberry Powder. Date Syrup, Jaggery, Rice Bran Oil, Himalayan Pink Salt",en:nuts,en:nuts,,,"France, en:india"
8904335600343,chocolate cranberry museli,yoga bar,"58% Whole Grain (Rolled Oats, Brown Rice Flakes, Quinoa Flakes). 14% Seeds & Nuts (Pumpkin. Almonds, Chia, Flax), 11% Dried Fruits (Cranberry. Raisins). Dark Chocolate (Cocoa. Cocoa-Butter, Sugar. Soy Lecithin), Date Syrup. Jaggery. Rice Bran Oil, Cocoa Powder, Apple Fiber, Himalayan Pink Salt. CONTAINS ADDED NATURAL FLAVOURS: CHOCOLATE, ROSEMARY EXTRACT.","en:nuts,en:soybeans","en:nuts,en:soybeans","en:Contains nuts,en:Oats are processed in a plant where gluten containing products are manufactured.","en:contains-nuts,en:oats-are-processed-in-a-plant-where-gluten-containing-products-are-manufactured",India
8906002006243,Peanut Butter Crunchy,Dr. Oetker FUNFOODS,"Roasted Peanuts (91%),Sugar, Edible Vegetable Fat (Soyabean), lodised Salt.",,en:peanuts,,,en:India
8902080404117,slice,PEPSICO INDIA HOLDINGS PVT LTD.,"WATER, SUGAR, *CONCENTRATED MANGO PULP (5.1%), Acidity Regulator (330), Favour (Natural and nature identical falvouring substances ), Stabilizers (466, 440), sweetener (960a), preservative (202), colour (110)

*Equivalent to 10.2% mango pulp IN

Reconstituted Beverage",en:STEVIOL GLYCOSIDE,en:steviol-glycoside,,,India
8901014000159,nissin,Nissin,,,,,,in
8901512540201,ACT TT GOlDEN SIZZLE,ACT II,"Popping Corn (70.8%), Refined Edible Palmolein Oil (TBHQ), lodized Salt & Beta Carotene.",,,,,en:in
8901262071864,99% Cacao Ultimate Dark Chocolate,Amul,"Cocoa solids, emulsifiers (322,476). Nutritional Information 12 servings per container CACAO ULTIMATE DARK CHOCOLATE Serving size 10 g Amount per 100 g % RDA* Energy (kcal) 522 3% Total Fat (g) 40.8 6% Saturated Fat (g) 23.1 10% Trans Fat (g) 0.0 0% Cholesterol (mg) 0 Carbohydrate (g) 28.4 Total Sugars (g) 1.2 Added Sugars (g) 0.0 0% Protein (g) 14.7 Sodium (mg) 60 0% #RDA stands for Recommended Dietary Allowance per serving * Average values Chocolate Indulgence It's the pinnacle of dark chocolate that Contains 99% cacao sourced from some of the finest cocoa producing regions of the world. This is pure bliss for the true chocolate connoisseur. Manufactured by: Kaira District Co-operative Milk Producers' Union Ltd., Anand 388 001, Gujarat, India. At Food Complex Mogar, Mogar-388 340, India. Lic. No. 10014021001010. Marketed by: Gujarat Co-operative Milk Marketing Federation Ltd., Anand - 388 001, Gujarat, India. Website: www.amul.com fssai Lic. No. 10012021000071 We appreciate your feedback. Contact our Customer Care Executive at: 1800 258 3333 (Toll free) [6 AM-9PM] customercare@amul.coop 2 GCMMF Ltd., Anand - 388 001 Follow us on: f/amul.coop, @amul coop, famul india To know more about AMUL, please point your device here. Net Weight: 125 g STORE IN COOL, DRY AND HYGIENIC PLACE. AFTER OPENING, REFRIGERATE AND USE THE CONTENT WITHIN 2 MONTHS OR EXPIRY DATE, WHICHEVER IS EARLIER. Important: Temperature and humidity shocks may cause white layer without affecting quality of product for consumption. For MRP (incl. of all taxes), Date of Packaging (Pkd.) & Expiry (Exp.), Batch No. (BN), see below. #160.00 Fkd. 08 MAY/2 EXP 07 MAY 2 BN. :KIL1283 Amul The Taste of Ledia 8 901262 071864",,,,,India
8901491502023,Lay's - India's Magic Masala,"PepsiCo, Inc.","Potato, Edible Vegetable Oil (Palmolein Oil), *Seasoning (&quot;Spices & Condiments, Iodised Salt, Maltodextrin, Black Salt, Sugar, Tomato Powder, Acidity Regulators (330, 296, 334), Flavour (Natural and Nature Identical Flavouring Substances), Anticaking Agent (551), Colour (160c)). *As flavouring agent. ~Contains Onion and Garlic",,,,,en:India
8906010500870,BALAJI CREAM ONION,balaji,,,,,,"Indonesia, en:india"
8901499010711,Kellogg'sCHOCOS,Kellogg's,,,,,,en:in
8901512141705,Regular Peanui Butter,Sundrop,"Roasted Peanuts, Sugar, Stabilizer (Mono and Diglycerides of Fatty Acids), Peanut Oil &  Salt.",en:peanuts,en:peanuts,,,India
8901491001854,PEPSICO.,Lay's,"Potato, Edible Vegetable Oil (Palmolein Oil, Sunflower Oil), *Seasoning (Maltodextrin, Spices & Condiments, lodised Salt, Sugar, Acidity Regulator (330), Beetroot Powder, Yeast Extract, Butter Milk Powder, Anticaking Agent (551), Flavour Enhancers (627 & 631)).",,,,,India
8906010500214,Balaji Wafers Sev Murmura,Balaji Wafers,"PUFFED RICE (50%), CHICKPEA FLOUR (24%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN, CORN), RICE FLOUR, EDIBLE COMMON SALT, SPICES&CONDIMENTS (TURMERIC, CHILLI, CLOVE, GINGER, ASAFOETIDA, CURRY LEAVES), REFINED WHEAT FLOUR (MAIDA), GUM ACACIA.",,en:gluten,,,"Belgium,India"
8902080304059,7up Super Duper 750ml,PepsiCo,up added natur lemon CARBONATED WATER,,,,,India
8901499010513,Muesli kellogs,Kellogg's,"multigrain (66.4%) (wheat (24.6%), corn grits (15.7%) rice (10.1%), rolled barley (8 %), rolled oats (8%)), candied & dry fruits, nut & seed (21%) (candied papaya (6%), candied cranberry (4%), Raisins (4%), almonds (4%), pumpkin Seeds (3%), sugar. Cereal Extract, wheat bran, lodized Salt, vitamins, Flavour (Artificial (Coconut)), Minerals and Antioxidants (INS 320, INS 307b)","en:gluten,en:nuts,en:sulphur-dioxide-and-sulphites","en:gluten,en:nuts,en:sulphur-dioxide-and-sulphites",en:milk,en:milk,India
8904004400755,Aloo Bhujia sev,Haldiram,,,,,,"France,India"
8901123005403,Lotto Choco Pie With Rich Marshmallow,Lotte,"CHOCO COVERING (25%) [SUGAR, HYDROGENATED VEGETABLE FAT (PALM), COCOA SOLIDS, MILK SOLIDS, EMULSIFIERS (322,476), ARTIFICIAL FLAVOUR (VANILLA)], WHEAT FLOUR (MAIDA), SUGAR, LIQUID GLUCOSE, INTERESTERIFIED & HYDROGENATED VEGETABLE FAT (PALM), HUMECTANTS(420, 422), RAISING AGENTS 1500(ii), 503(ii)]. MILK SOLIDS, DEXTROSE, PRESERVATIVES (202, 281), 1ODISED SALT, STABILIZERS (407, 406, 440, 401, 461, 415), ACIDITY REGULATOR 1341(i)] AND ARTIFICIAL FLAVOUR (MILK). cal diet)",en:milk,"en:gluten,en:milk",,,"Australia,India"
8901207004414,REAL litchi juice (2) 1ltr tpk,,,,,,,en:India
8904258700540,alphonso mango juice,Raw Pressery,"ALPHONSO MANGO PULP (51%), WATER, FRUCTOSE, ANTIOXIDANTS [(VITAMIN C-INS 300), INS 224]",,,,,India
8901030532719,kissan fresh Tamato,Kissan,"WATER, TOMATO PASTE (28%), SUGAR, IODISED SALT, ACIDITY REGULATOR - 260, STABILIZERS - 1422, 415, PRESERVATIVE - 211, ONION POWDER, GARLIC POWDER, SPICES AND CONDIMENTS.",,,,,India
8901063363960,Brittania Gobbles Chocolate Cake,Brittania,"REFINED WHEAT FLOUR (MAIDA), SUGAR, EGGS, EDIBLE HYDROGENATED VEGETABLE OIL&REFINED PALMOLEIN OIL, HUMECTANTS (420) & 422), HIGH MALTOSE SYRUP, LIQUID GLUCOSE COCOA SOLIDS (2%), SWEETENED CONDENSED MILK, COLOURS (150c, 150d, 102, 122, 132 & 133), CAKE GEL (EMULSIFIERS & STABILIZERS (471&477) AND HUMECTANT (420)}1, RAISING AGENTS (341()& 500)], INVERT SUGAR SYRUP, IODIZED SALT, PRESERVATIVES (200 &282), BAKING POWDER, PLAIN CHOCOLATE (0.14%) /SUGAR, COCOA BUTTER, COCOA SOLIDS EMULSIFIERS (322) & 476] AND ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCE), FLAVOURS [NATURE IDENTICAL AND ARTIFICIAL (VANILLA & CHOCOLATE) FLAVOURING SUBSTANCES) AND STABILIZER (415).",,"en:eggs,en:gluten,en:milk",,,en:India
8901207005374,Honey,Dabur,,,,,,en:in
8908005144014,Multigain energy bar,Yoga Bar,"Whole Grains 36% (Brown Rice, Millets (Saamai, Foxtail). Rolled Oats 15%). Honey 20% Almonds 12%, Dates, Seeds 9% (Sunflower, Chia), Rice Crispies. Belgian Dark Chocolate 6% (Cocoa, Brown Sugar, Cocoa Butter, Soya Lecithin), Peanut Protein Powder. CONTAINS ADDED NATURAL FLAVOUR (Rosemary Extract. Vanilla Extract)",,en:soybeans,,,en:in
8901063363779,Britannia cake fruity fun,Britannia,"REFINED WHEAT FLOUR (MAIDA), SUGAR, EGGS, HYDROGENATED VEGETABLE OIL & REFINED PALMOLEIN OIL, FRUIT PRODUCTS (7.3%) (GLAZED FRUITS (PAPAYA CUTS, SUGAR, COLOURS (124 & 110), PINEAPPLE CUTS) & ORANGE PULP), HUMECTANTS (422 & 420 HIGH MALTOSE E SYRUP, EDIBLE MAIZE STARCH, PENTA CAKE (RAISING AGENTS 1450, 500m, 341, 341m), EMULSIFIERS (472e, 466, 435, STABILIZER (412) & ACIDITY REGULATOR (330)), RAISING AGENTS [34101, 500m) & 4500), NATURE IDENTICAL & ARTIFICIAL (MIXED FRUIT & VANILLA) FLAVOURING SUBSTANCES, CAKE GEL (EMULSIFIERS AND STABILIZERS (471 & 477) AND HUMECTANT (420), IODISED SALT, INVERT SUGAR SYRUP, PRESERVATIVES (202&282), BAKING POWDER, ACIDITY REGULATOR (330), STABILIZER (415) AND COLOUR (102). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT AND EGGS",,"en:eggs,en:gluten",,,India
8901808000068,WeiKFiELD,Weikfield,"Maize Starch, Iodized Salt, Artificial Flavouring Substance(Vanilla), Synthetic Food Colours (INS 102,110,122)",,,,,"Canada, en:india"
8904083302100,Fruit Yogurt Blueberry,Milkymist,"Milk & Milk Solids, Sugar, Active Lactic Culture (Lbacillus delbrueckii subsp. bulgaricus, S.thermophilus), Stabilizing agent (INS 440), Fruit Content (6%) from Blueberry preparation (Blueberry Fruit, Sugar, Water, Stabilizer (INS 440), Acidifying agent (INS 330), Preservative (INS 202)), Colours (INS 122, INS 133), Flavor (Nature - Identical Flavoring Substances - Blueberry). Allergen Information: Contains Milk. Manufactured & Marketed by: MILKY MIST DAIRY FOOD PRIVATE LIMITED SF No.: 43/1,2,3, Pattakaranpalayam Village, Perundurai Taluk - 638 057, Erode District, fssai Tamil Nadu, India. Lic. No. 10017042003191 FOR FEEDBACK/ QUERIES CONTACT OUR CUSTOMER CARE EXECUTIVE TOLL FREE NUMBER 1800-419-9000 OR CONTACT AT MFD. & MARKETED BY ADDRESS Write to us: customercare@milkymist.com/ visit us at: www.milkymist.com Net Quantity: 100 g For Batch No., Date of Packaging, Expiry Date MRP (incl. of all taxes) - SEE TOP OF THE PACK",,en:milk,,,en:in
8904272600154,Storia Tender Coconut Water,Storia,,,,,,India
8901725000622,sunfeast Mom,Sunfeast,,,,,,en:India
8902080304349,7up 2.25,7up,,,,,,India
8901030919305,pizza & pasta sauce,Knorr,"Water, Vegetables (Crushed Tomato - 25%, Diced Tomato - 20%, Chopped Onion-3.5% and Garlic Paste-2.5%), Sugar, lodised Salt, Soyabean Oil, Stabilisers - E1422, E415, Acidity Regulator - E260, Herbs (Oregano and Basil - 0.12%), White Pepper Powder, Preservative-E211",,en:soybeans,,,en:India
8902579002442,Appy fizz,Parle,"WATER, SUGAR, CARBONATING AGENT (INS 290), ACIDITY REGULATORS (INS 296, INS 331, INS 300), STABILIZER (INS 440), NATURAL COLOUR (INS 150d), PRESERVATIVE (INS 211), ANTIOXIDANT (INS 300)",,,,,"India,india"
8901058901511,2-minute noodles,Maggi,"refined wheat flour, palm oil, calcium carbonate, potassium chloride, sodium phosphate, potassium carbonate, sodium carbonate, guar gum",en:gluten,en:gluten,,,India
8901499008800,Kellogg's chochos,Kellogg's,chocos,,,,,en:India
